emotion_en,sentence_en,emotion_de,sentence_de
sadness,Getting ready 2 leave 2 a girl scout metting..Don't feel like it but I have 2.....,Traurigkeit,"Vorbereitungen 2 hinterlassen 2 ein Mädchen Scout MOTTING. Fühlen Sie sich nicht so, aber ich habe 2 ....."
worry,@EFCuttin so where r u spinning now that the Hookah is R.I.P.?,Angst,"@Efcuttin Also wo drehst du dich jetzt, wo die Shisha R.I.P. ist?"
worry,"I bought a Leica M8, charger arrived DOA. Called Leica,  got transferred around and left a VM.  atleast the RF isn't misaligned...",Angst,"Ich kaufte einen Leica M8, Charger kam DOA an.Als Leica rief, wurde herumgeführt und hinterließ eine VM.Zumindest ist der HF nicht falsch ausgerichtet ..."
worry,Ew I have creepy followers,Angst,EW Ich habe gruselige Anhänger
neutral,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,Unklar,"@RawrrxSteffie Ja, einige Kinder in meiner Schule haben Schweinegrippe.Sie schließen nur die Schule, wenn es 30 Kinder oder mehr sind"
neutral,@kondziu I was certain which show you were talking about by the letter g in &quot;Camera Cafe: a misog..&quot; I think that answers your question,Unklar,"@Kondziu Ich war mir sicher, welche Show Sie durch den Brief G in & quot; Camera Cafe: A Misog .. & quot;Ich denke, das beantwortet Ihre Frage"
happiness,this one goes out to Jimmy Fallon and Justin Timberlake...doin' their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,Freude,Dieser geht an Jimmy Fallon und Justin Timberlake ... machen Sie ihre Gibb -Bros -Show auf SNL?http://blip.fm/~5z1vd
sadness,"@wholee Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we'll have to mis the TT Bday party, sadly",Traurigkeit,"@wHolee Aaron und ich spielen einen Auftritt bei der Lebens aquatischen Party außerhalb von Austin, also denke ich, wir müssen die TT -Bday -Party leider falsch machen"
neutral,Is it really almost time to go back to Chico? Im excited but at the same time going to miss home,Unklar,"Ist es wirklich fast Zeit, nach Chico zurückzukehren?Ich bin aufgeregt, aber gleichzeitig zu Miss Home"
sadness,"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  @JennOrtigoza",Traurigkeit,"Ugh, ich weiß nicht, ob du dir überhaupt um Nicole Richie kümmerst, aber ich tue und c, dass ich sie im Fernsehen letzt"
love,Happy Mother's Day!,Vertrauen,Schönen Muttertag!
happiness,@Nat4daWorks hope the show is going well!  just wanted u to know that im home now.. muah!,Freude,"@Nat4daWorks hoffe, die Show läuft gut!Ich wollte nur, dass du weißt, dass ich jetzt zu Hause bin. Muah!"
neutral,@Selfish_Hisashi Mï¿½y em mï¿½ torrent thï¿½ bï¿½ ch? trï¿½n nhï¿½ ?ang Thiï¿½n Long l?i ch?y xu?ng ?i?u tra,Unklar,@Selfish_hisashi m ¿½ ½ ½ ½ ½ ¿¿iReisen? Ang th? Ich ch?
sadness,"So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day.  Nightss.",Traurigkeit,"Deshalb wurde mir einfach verärgert gesagt, dass ich ausdrucksfreudig war ... geistig, emotional und amp;physisch.Das hat meinen Tag bereichert.Nächte."
neutral,@Nicsey 3000 then ya up with me my friend ... i type too much,Unklar,"@Nicsey 3000 dann ya mit mir, mein Freund ... ich tippe zu viel"
neutral,@Boogs26 just watch evan longoria,Unklar,@Boogs26 Beobachten Sie einfach Evan Longoria
neutral,is playing around &amp;&amp; having fun with little kids right now  hahahahaha,Unklar,"spielt herum & amp; & amp;Spaß mit kleinen Kindern im Moment haben, hahahahaha"
anger,#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing,Ärger,"#ThingsMummysaid meine Mutter sagte mir, sie wollte nie wieder meine Mama sein, also lebe ich mit meinem Vater, denke ich?Es verwirrend"
happiness,"@Escape2TheStars it's ok.  I'll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",Freude,"@Escape2Thestars Es ist in Ordnung.Ich werde 3.000 Tweets erreicht und bis dahin in Traumland sein, also schlafen Sie gut !!später reden."
surprise,@Vancesa oh no your poor car's testicles,Überraschung,@Vancesa oh nein die Hoden deines armen Autos
worry,@frenchiep Hi frenchie *-* i'll do that...later  :p,Angst,@Frenchiep Hallo Frenchie *- * Ich mache das ... später: P.
happiness,@abstractg @grendel @tigertigercb woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,Freude,@abstractg @grendel @TigertigerCb woohoo!Ich habe die Sunbeam Cafe -Serie -Serie bei EU Foods für nur 198 US -Dollar erhalten!Epischer Sieg
happiness,well that rowing machine has paid off this week as i've lost 3lbs this week,Freude,"Nun, dieser Rudergerät hat sich diese Woche ausgezahlt, da ich diese Woche 3 Pfund verloren habe"
sadness,im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/,Traurigkeit,"Ich bin nicht glücklich, mein iPod oder Laptop weiß nicht warum, aber man hat beschlossen, mich zu weigern, meine Songs synchronisieren zu lassen: '(Wie kann ich ohne sie leben:/"
worry,@ebassman Right here! Army Wife in Germany! I can't STAND that I cannot be there this summer!,Angst,"@Bassman genau hier!Armeefrau in Deutschland!Ich kann nicht ausstehen, dass ich diesen Sommer nicht da sein kann!"
love,wants see my friends  ;-) http://plurk.com/p/wxnwa,Vertrauen,will meine Freunde sehen ;-) http://plurk.com/p/wxnwa
surprise,@Janelliebeans I don't even remember what's on there!!!,Überraschung,"@JanellieBeans Ich erinnere mich nicht einmal, was dort ist !!!"
neutral,@jennyltd of course i would,Unklar,@jennyltd natürlich würde ich
worry,@iamoph Happy mothers day sharon,Angst,@iamoph Happy Muttertag Sharon
sadness,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",Traurigkeit,"Wurde im Regen gefangen.Sandmonsun vollständig nach Hause, obwohl ich wie ein kompletter Idiot aussah"
happiness,watching Bolt with my brothers and my mom.,Freude,Bolzen mit meinen Brüdern und meiner Mutter beobachten.
neutral,"just at home, not much going on, had a long day",Unklar,"Nur zu Hause, nicht viel los, hatte einen langen Tag"
happiness,haiszt.. im here in the office doing nothing but tweet haha! fun!,Freude,"Haiszt .. Ich bin hier im Büro und twittere nur Tweet, haha!Spaß!"
neutral,@unloveablesteve Morrissey cancelled on me,Unklar,@unloveabblesteve Morrissey hat mich abgesagt
surprise,@joshboulton Yeah I guess he does sound a bit odd 'cause he's saying really quickly,Überraschung,"@joshboulton Ja, ich denke er klingt ein bisschen seltsam, weil er sehr schnell sagt"
surprise,Oops that would be #edaust09,Überraschung,Oops das wäre #edaust09
happiness,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,Freude,"Ich probiere das mit meinem süßen, lilen iPod aus ... Ich niere total aus.und ... total in Ordnung damit"
neutral,"@muumuse Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!",Unklar,"@Muumuse Danke, Brad!Ich freue mich darauf, auch mit Ihnen zu chatten. Übrigens, wie Ihr neuer Bilder!"
neutral,@JudyObscure  Oh what's up?,Unklar,@Judyobscure oh was ist los?
happiness,11 days till county raly  i had 2 tak 3 from 14 it took me a while,Freude,"11 Tage bis County RALY Ich hatte 2 Tak 3 von 14, es dauerte eine Weile"
neutral,i dont have my iphone until maybe next week!,Unklar,Ich habe mein iPhone erst nächste Woche!
surprise,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm",Überraschung,"Ich weiß, dass die Leute sagen, dass Power -Nickerchen die ganze Zeit gut für Sie sind"
neutral,my hair won't turn whiiite,Unklar,Meine Haare werden whiiite nicht drehen
happiness,@solidmetalsnake that movie is awesome!,Freude,@SolidmetalsNake Dieser Film ist großartig!
neutral,"@Nettofabulous red top tabloids, build em up, knock em down",Unklar,"@Nettofabulous Red Top Boulevards, bauen Sie sie auf, schlagen Sie sie nieder"
surprise,@pepperlive Who doesn't know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.,Überraschung,"@PepperLive, der nicht weiß, wer die Supervillier sind, scheitert.Ich habe euch beide im Januar im Warfield in SF gesehen.Legitale Show sicher."
worry,@mosapp just say no reeesee cup,Angst,@mosapp sagen einfach keinen Reeesee Cup
worry,"@ronnilab Hahahah, I will be using that saying from now on!",Angst,"@Ronnilab hahahah, ich werde dieses Sprichwort von nun an verwenden!"
happiness,Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,Freude,Heute der Tag Twitterland ... Hausschließung beginnt um 11 Uhr und wir sollten in @ 3 in den neuen Ort umziehen.
worry,@LovelyLu I don't watch - just wish - TV's been off for months- I love it  Guess I won't win though LOL,Angst,"@Lovelylu Ich schaue nicht an - nur wünsche - das Fernsehen ist seit Monaten weg - ich liebe es, ich schätze, ich werde nicht gewinnen, obwohl lol"
love,i realy wanted to go out cause its so nice but everybodys busy,Vertrauen,"Ich wollte unbedingt ausgehen, weil es so schön ist, aber alle sind beschäftigt"
sadness,@StanGill Uh.... what does that mean?,Traurigkeit,@Stangill uh .... was bedeutet das?
hate,@LeafyTangram Where's the story?! I wanna know! I wanna know!,Ekel,@Leafytangram Wo ist die Geschichte?!Ich möchte wissen!Ich möchte wissen!
happiness,@zenithus at least you have a next year  into the big wide world for me!,Freude,@zenithus zumindest hast du nächstes Jahr in der großen weiten Welt für mich!
surprise,wondering what on earth is this new tools for,Überraschung,"Ich frage mich, was um alles in der Welt diese neuen Werkzeuge ist"
neutral,Ahh ! I just woke up.  forgot to reset my alarm clock.,Unklar,"Ahh!Ich bin gerade aufgewacht.Ich habe vergessen, meinen Wecker zurückzusetzen."
neutral,The work got me back.100 percent monday feeling,Unklar,Die Arbeit brachte mich zurück.100 Prozent Montaggefühl
neutral,"@DevonStebnicki sux, I'm thinking of being an accountant. Mad monies! I'm a middleschool cafeteria manager  (25k/yr)",Unklar,"@Devonstebnicki Six, ich denke daran, Buchhalter zu sein.Verrückte Gelder!Ich bin ein Cafeteria -Manager der Mittelschule (25K/Jahr)"
neutral,Bandwith limit exceed on filaty,Unklar,Die Bandbreitengrenze übertraf die Filaty
neutral,Back in ATL! ( but I miss ny  ) what's up with tonight tho?!?let meeeee know!,Unklar,Zurück in ATL!(Aber ich vermisse meine) Was ist heute Abend los?!? Lassen Sie es mich wissen!
happiness,"Huge test at the parents' house. The food is so good, but stuck to one helping, no seconds. Feels good.",Freude,"Riesiger Test im Haus der Eltern.Das Essen ist so gut, hielt aber bei einer Hilfe, keine Sekunden.Fühlt sich gut an."
worry,@savvybride  That's no good. I'm sorry,Angst,@savvybride das ist nicht gut.Es tut mir Leid
happiness,@saraxmazing ah! NFG were super amazing! Jordan is 'pretty legit'!! Can't stay longer 2 meet everyone cuz we hv 3 hour drive home!,Freude,"@saraxmazing ah!NFG war super unglaublich!Jordan ist 'ziemlich legitim' !!Kann nicht länger bleiben 2 treffen alle, weil wir 3 Stunden nach Hause fahren!"
sadness,"@amandawilk106 yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",Traurigkeit,"@Amandawilk106 Ja Unfuzzy, ich bevorzuge das Fuzzy Me und Clear Caleb. Willst du die Uhr zurückdrehen!"
worry,"btw @austincarlile, @jaxinhall, @philipmanansala, and @youngfuego, i ordered some of yer merch yesterday.!  &lt;33333333333",Angst,"Btw @Austincarlile, @jaxinhall, @Philipmanansala und @youngfuego habe ich gestern einige von Ihrem Merch bestellt.& lt; 33333333333"
worry,@Tamarzipan My windows open and its not that cold ahahah,Angst,@Tamarzipan meine Fenster öffnen sich und es ist nicht so kalt Ahahah
worry,"@DsBabyGirl I know. I want it to come bec I'm excited, but then I don't bec it's gonna go by so fast &amp; then it will be over",Angst,"@Dsbabygirl Ich kenne.Ich möchte, dass es kommt, weil ich aufgeregt bin, aber dann bin ich nicht so schnell vorbei und amp;Dann wird es vorbei sein"
enthusiasm,@millyreyes follow her shes lonelyyyy,Antizipation,@millyreyes folge ihren shes lonelyyyyyyy
happiness,@great_northern http://twitpic.com/4wiqv - Awwww she looks like one of my kitty  little furry balls are the best!,Freude,@great_northern http://twitpic.com/4wiqv - awwww sie sieht aus wie einer meiner Kitty Little Pelry Bälle sind die besten!
happiness,lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht,Freude,"Lesen Sie einfach auf Twitter, dass es #happy Star Wars Day ist ... ""Möge der 4. mit Ihnen sein"" ... Sjeez wie schlimm"
enthusiasm,@NathanFillion You're going to the UK?! Take me with!,Antizipation,@NathanFillion Du gehst nach Großbritannien?!Nimm mich mit!
happiness,"http://twitpic.com/4woxi - Btw, concert was freaking awesome",Freude,"http://twitpic.com/4woxi - Übrigens, das Konzert war verdammt großartig"
sadness,"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",Traurigkeit,"Browsin durch die Videos in meinem Multiplizieren und ich sah das Video, das ich mit meinem Freund gesungen habe.Ich vermisse dich, N. Wir alle vermissen dich.Bitte kommen Sie zurück, wo immer Sie sind."
neutral,Morning.  Tweet Tweet.,Unklar,Morgen.Tweet.
happiness,Good morning all! Its a fabulous morning here!,Freude,Guten Morgen alle!Es ist ein fabelhafter Morgen hier!
happiness,Beer pong and dubstep. Good nite,Freude,Bierpong und Dubstep.Gute Nacht
sadness,paper work on a friday afternoo,Traurigkeit,Papierkram an einem Freitagnachmittag
neutral,"@RainyCityLove Oui, I figured that since its a day off, I'd better start brushing up on my french; so far I have learnt Bonjour and Oui",Unklar,"@Rainycitylove Oui, ich dachte, da es ein Tag frei ist, würde ich besser anfangen, mein Französisch aufzurüsten;Bisher habe ich Bonjour und Oui gelernt"
happiness,@svickn G'morning! Good to know you're alive and well today!,Freude,"@Svickn G'morning!Gut zu wissen, dass du heute lebst und gut!"
worry,Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,Angst,"Ich hatte einen total entspannten Tag im Garten bei schönem Wetter.Schade, dass ich morgen zur Arbeit gehen muss"
worry,@Nicsey wassup m8 ... bad day not good,Angst,@Nicsey wassup M8 ... schlechter Tag nicht gut
sadness,@MrSucre lmao i sure did!!! no luck though,Traurigkeit,@Mrsucre lmao Ich habe es sicher gemacht !!!Kein Glück
worry,"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help",Angst,@gfalcone601 giii hilf mir.Bitte helfen Sie
happiness,is thrilled prom went well,Freude,"ist begeistert, dass der Abschlussball gut gelaufen ist"
happiness,@Jae878 aha thanks Jae,Freude,@Jae878 Aha Danke Jae
surprise,"@toastehmonstah Ohh! I got the fourth thing just not the may, ahh thanks.",Überraschung,"@toastehmonstah ohh!Ich habe das vierte, nur nicht den Mai, ahh danke."
worry,"Depressing day today, have to pack as leaving ridiculously early tomoro.",Angst,"Der deprimierende Tag heute muss packen, um lächerlich frühes Tomoro zu verlassen."
love,"@dougiemcfly : http://tinyurl.com/c6tvz5 Germany loves you, haha.",Vertrauen,"@dougiemcfly: http://tinyurl.com/c6tvz5 Deutschland liebt dich, haha."
worry,about to book train tickets for friday!,Angst,Beim Buchen von Zugkarten für Freitag!
love,@heynadine yayy! i cant wait to see them!,Vertrauen,"@heynadine yay!Ich kann es kaum erwarten, sie zu sehen!"
worry,my shoes hurt my feet,Angst,Meine Schuhe verletzten meine Füße
