sentence_de,emotion_de,emotion_en,sentence_en
EU erreicht bei Verteilung von Flüchtlingen Ziel noch nicht,Antizipation,enthusiasm,EU is not yet achieved in the distribution of refugees
Massgeschneiderte Lösungen statt staatliches Lohndiktat,Angst,worry,Tailor -made solutions instead of state wage dictation
EU stimmt für Spaltung von Google,Antizipation,enthusiasm,EU is right for splitting from Google
Das Arbeitseinkommen verliert an Gewicht,Angst,worry,The work income loses weight
Drei von vier Frauen würden Thomas N. lebenslang verwahren,Unklar,neutral,Three out of four women would keep Thomas N. for life
Kalifornien tritt beim Datenschutz in die Fussstapfen der EU,Antizipation,enthusiasm,California comes into the footsteps of the EU in data protection
EU strenger mit der Schweiz als mit ihren Mitgliedern,Ärger,anger,EU stricter with Switzerland than with their members
Putin will Adoptionsverbotsgesetz für US-Bürger in Kraft setzen,Ärger,anger,Putin wants to put the adoption ban law for US citizens into force
Wenn Schweden Schweizer in Sachen Prostitution belehren,Ärger,anger,When Sweden teach Swiss in terms of prostitution
Drei Engel für Outfittery,Vertrauen,love,Three angels for outfittery
Polens Parlament gegen Volksabstimmung über höheres Rentenalter,Antizipation,enthusiasm,Poland Parliament against a referendum over higher retirement age
Darum gehts bei der #MeToo-Debatte,Überraschung,surprise,That's why the #Metoo debate
Allen Protesten zum Trotz: Die ETH erhöht die Studiengebühren,Unklar,neutral,Despite all the protests: ETH increases the tuition fees
Nutella-Hersteller in USA zahlt nach Klage wegen «falscher» Werbung,Freude,happiness,Nutella manufacturers in the USA pays for a lawsuit for “wrong” advertising
In Polen beginnt die Weltklimakonferenz – und in der Schweiz beginnt die Totalrevision des CO2-Gesetzes,Vertrauen,love,The World Climate Conference begins in Poland-and in Switzerland the total revision of the CO2 law begins
Hausärzte werden zu Sterbehelfern,Antizipation,enthusiasm,General doctors become a perspective
Bankiervereinigung drängt auf Fortschritte beim EU-Marktzugang,Unklar,neutral,Banking association is pushing for progress in EU market access
Doping ist kein Problem mehr,Vertrauen,love,Doping is no longer a problem
Weshalb der Verzicht auf die lebenslange Verwahrung des Mörders von Marie richtig ist,Angst,worry,Which is why the waiver of the lifelong custody of Marie's murderer is correct
Hausärzte werden zu Sterbehelfern,Überraschung,surprise,General doctors become a perspective
Bund will Medi-Preise nicht senken,Antizipation,enthusiasm,BUND does not want to reduce medi prices
Kein Bundes-Deal über Medi-Preise,Antizipation,enthusiasm,No federal deal about medi prices
Die bauernschlaue Rechnung der SVP,Unklar,neutral,The farmers' slue of the SVP
Strafe für Sexualstraftäter gemildert,Traurigkeit,sadness,Penalty for sex offenders mitigated
Viele Schweizer befürworten höhere Steuern für Spitzenverdiener,Überraschung,surprise,Many Swiss support higher taxes for top earners
Das Silicon Valley und seine Sprösslinge: Vom Ende der Euphorie und vom Beginn des Unbehagens,Überraschung,surprise,The Silicon Valley and its offspring: from the end of the euphoria and the start of discomfort
SGB empfiehlt Mindestlohn gegen Lohndiskriminierung der Frauen,Ärger,anger,SGB recommends minimum wage against wage discrimination against women
Jetzt wird Deutschland übermütig,Ärger,anger,Now Germany is being cocked
560 Euro vom Staat - Finnland testet bedingungsloses Grundeinkommen,Vertrauen,love,560 euros from the state - Finland tests unconditional basic income
Aktivisten blockieren Strasse zu London Heathrow,Traurigkeit,sadness,Activists block road to London Heathrow
So umgeht die SVP das Polit-Werbeverbot,Ärger,anger,This is how the SVP circumvents the political advertising ban
Die Rheinauer wollen ein Grundeinkommen – bald wird wohl Geld gesammelt,Freude,happiness,The Rheinauer want a basic income - soon money will be collected
Der Ständerat empfiehlt ein Nein zur Mindestlohn-Initiative,Antizipation,enthusiasm,The Council of States recommends a no to the minimum wage initiative
Polizei räumt Gefängnisdach nach Blutbad mit 26 Toten in Brasilien,Antizipation,enthusiasm,Police draws prison roof to Bloodbath with 26 deaths in Brazil
Eine Schweizer Flugticketabgabe birgt grosse Risiken,Antizipation,enthusiasm,A Swiss plane ticket delivery carries great risks
Der Streit um eine deutsche Kita-Broschüre kommt vor Gericht,Ärger,anger,The dispute over a German daycare brochure comes to court
Künstliche Intelligenz gegen Hass,Unklar,neutral,Artificial intelligence against hate
Vier Forderungen zur Regulierung künstlicher Intelligenz,Unklar,neutral,Four demands for the regulation of artificial intelligence
Papst verteilt 300 Regenschirme an Obdachlose in Rom,Vertrauen,love,Pope distributes 300 umbrellas to homeless people in Rome
Wird das Volk über die Kündigung des Freizügigkeitsabkommens abstimmen? Gibt es mehr Einwanderung als vorher? Die wichtigsten Fragen zur Migrationsdebatte im Nationalrat,Antizipation,enthusiasm,Will the people vote on the termination of the freedom of free movement?Is there more immigration than before?The most important questions about the migration debate in the National Council
Daran arbeitet Apple beim autonomen Fahren,Vertrauen,love,Apple works on the autonomous driving
Britische Werbeaufsicht: Ab 30 000 Followern gelten für Influencer dieselben Regeln wie für Prominente,Überraschung,surprise,"British advertising supervision: The same rules apply to influencers from 30,000 followers as to celebrities"
Machtkämpfe im Radsport,Ärger,anger,Power struggles in cycling
Der #MeToo-Backlash rollt an,Traurigkeit,sadness,The #Metoo Backlash rolls on
Gleiche Öffnungszeiten für alle Läden,Antizipation,enthusiasm,The same opening times for all shops
Umweltrisiken am WEF: «Zwischen Klimaschutz und Profit besteht kein Zielkonflikt»,Unklar,neutral,"Environmental risks on the WEF: ""There is no conflict of goals between climate protection and profit"""
Klimawandel-Opfer verbünden sich,Vertrauen,love,Climate change victims ally
Der Glaube und die Politik,Überraschung,surprise,Faith and politics
Zwei oder drei Grad Erwärmung machen Unterschied,Angst,worry,Two or three degrees warming make difference
Der Flugverkehr steht am Klima-Pranger – dabei ist er mit seinen Hausaufgaben in Sachen Klimaschutz auf Kurs,Vertrauen,love,Air traffic is on the climate pillory-he is on course with his homework in terms of climate protection
Frauen leisten weiterhin mehr unbezahlte Arbeit als Männer,Überraschung,surprise,Women continue to do more unpaid work than men
Warum Otto Normalverbraucher für Luxuskosmetik werben,Überraschung,surprise,Why do Otto normal consumers advertise for luxury cosmetics
Bundesrat gegen längeren Vaterschaftsurlaub,Antizipation,enthusiasm,Federal Council against longer paternity vacation
SP-Chef Christian Levrat: «Wir erhalten eine AHV-Sanierung ohne Leistungsabbau»,Antizipation,enthusiasm,"SP boss Christian Levrat: ""We receive AHV renovation without reducing performance"""
Bitte keine Panik – im Umgang mit künstlicher Intelligenz ist Augenmass gefragt,Überraschung,surprise,Please do not panic - eye screens are required when dealing with artificial intelligence
In der Zürcher Gemeinde Rheinau soll das Grundeinkommen getestet werden,Antizipation,enthusiasm,The basic income is to be tested in the Zurich municipality of Rheinau
"Adoptiert zu sein, ist auch normal",Vertrauen,love,To be adopted is also normal
Frickers Nachfolgerin Irène Kälin will Islam anerkennen,Traurigkeit,sadness,Fricker's successor Irène Kälin will recognize Islam
Getreideproduktion bereits 2020 gefährdet,Angst,worry,Grain production at risk as early as 2020
Die Zürcher Kulturbranche meldet ihren Anspruch auf (mehr) Fördergelder an,Vertrauen,love,The Zurich cultural industry reports its claim to (more) funding
Bischof Morerod lehnt absolutes Burkaverbot ab,Vertrauen,love,Bishop Morerod rejects absolute burqa ban
«Das ist eine Verzweiflungstat der SVP»,Vertrauen,love,"""This is a desperation of the SVP"""
"Das Klima wandelt sich, und wir wandeln uns mit ihm: Ein anderer Blick auf Greta Thunbergs Aufruf zur Panik",Überraschung,surprise,The climate is changing and we walk with him: a different view of Greta Thunberg's call to panic
Fragen und Antworten zur Grippeimpfung,Vertrauen,love,Questions and answers about flu shot
Wie hart trifft der Sparhammer Schulen und Unis?,Überraschung,surprise,How hard does the Sparhammer meet schools and universities?
"Stadt Zürich: Millionen im Plus, doch der Steuerfuss bleibt tabu",Antizipation,enthusiasm,"City of Zurich: Millions in plus, but the tax foot remains taboo"
«Sie taten schlicht und einfach ihren Job»,Ärger,anger,"""They simply did their job"""
Reisen mit öffentlichem Verkehr wird im Dezember nicht teurer,Vertrauen,love,Traveling with public transport will not be more expensive in December
Haben Hacker das iPhone X geknackt?,Überraschung,surprise,Did hackers crack the iPhone X?
Frauen stehen am meisten auf Frauen,Überraschung,surprise,Women are the most on women
IWF unterstützt Negativzinsen bei Notenbanken,Antizipation,enthusiasm,IMF supports negative interest rates in central banks
Tech-Milliardär Elon Musk fordert globales Grundeinkommen,Antizipation,enthusiasm,Tech billionaire Elon Musk demands global basic income
"Europa hat ein legitimes Recht auf Selbstschutz. Und doch reicht es nicht, gegen die unkontrollierte Migration aus dem Süden Mauern zu errichten – es braucht neue Tore",Unklar,neutral,Europe has a legitimate right to self -protection.And yet it is not enough to build against the uncontrolled migration from the south walls - new goals are needed
Der grosse Vergleich Österreich-Schweiz,Antizipation,enthusiasm,The big comparison of Austria-Switzerland
Mexiko geht härter mit Migranten um,Ärger,anger,Mexico deals with migrants harder
Jedes Jahr hungern 5 Millionen mehr,Traurigkeit,sadness,5 million more every year
Muss sich Europa vor China fürchten?,Überraschung,surprise,Does Europe have to be afraid of China?
Auch Zürcher Google-Mitarbeiter protestieren,Antizipation,enthusiasm,Zurich's Google employees also protest
Die SVP verliert deutlich mehr als erwartet – bleibt aber stärkste Partei,Unklar,neutral,The SVP loses significantly more than expected - but remains the strongest party
Werbeplakate verbieten? Keine gute Idee!,Antizipation,enthusiasm,Prohibit advertising posters?Not a good idea!
Tourminator am Ende!,Antizipation,enthusiasm,Tourminator at the end!
Preise für Billette im öffentlichen Verkehr steigen weniger stark,Freude,happiness,Prices for tickets in public transport are increasing less strongly
Ausreisesperren gegen Polit-Hooligans,Antizipation,enthusiasm,Expiry bans against political hooligans
Winterthur will mehr Kaderfrauen,Überraschung,surprise,Winterthur wants more squad women
Grossaufmarsch der smarten Speaker,Antizipation,enthusiasm,Large march of the smart speakers
Chinesen testen Genmanipulation an Embryos,Unklar,neutral,Chinese test gene manipulation of embryos
Wildschweine bleiben «verschont»,Antizipation,enthusiasm,"Wild boars remain ""spared"""
Bundesgericht legt Messlatte für lebenslange Verwahrung hoch,Überraschung,surprise,Federal Court highlights the bar for lifelong custody
Daran arbeitet Apple beim autonomen Fahren,Freude,happiness,Apple works on the autonomous driving
Ab jetzt gilt ein Mindestlohn im Kanton Neuenburg,Vertrauen,love,From now on there is a minimum wage in the canton of Neuenburg
Mehrheit in der Schweiz für Mindestlohn,Unklar,neutral,Majority in Switzerland for minimum wages
"Nach Feuertod: Über 200 Flüchtlinge kommen aufs griechische Festland, Massenabschiebungen geplant – sechs Antworten zur Situation in Moria",Traurigkeit,sadness,"After fire death: Over 200 refugees come to the Greek mainland, mass deportations planned - six answers to the situation in Moria"
Uno-Länder einigen sich auf Abkommen zur Massenmigration,Antizipation,enthusiasm,UN countries agree on the mass migration agreements
Self-Scanning-Bschiss kostet 3000 Franken,Unklar,neutral,"Self-scanning-Bschiss costs CHF 3,000"
Forscher setzen bei Mäusen sanftere Gentherapie ein,Antizipation,enthusiasm,Researchers use gentle gene therapy for mice
Wie der Bundesrat die berufliche Vorsorge stabilisieren will,Unklar,neutral,How the Federal Council wants to stabilize professional provision
Chinesen lassen Bitcoin abstürzen,Antizipation,enthusiasm,Chinese let Bitcoin crash
Starke Umverteilung trotz Steuertourismus,Überraschung,surprise,Strong redistribution despite tax tourism
Verbände für «Flexibilisierung» des Arbeitsgesetzes,Unklar,neutral,Associations for “flexibility” of the Labor Act
Obama will am Montag Aktionsplan gegen Klimawandel vorstellen,Antizipation,enthusiasm,Obama wants to present action plan against climate change on Monday
"«Alles, was Gott erschaffen hat, ist gut»",Überraschung,surprise,"""Everything God has created is good"""
Huawei will mit Influencern die Nummer 1 werden,Vertrauen,love,Huawei wants to be number 1 with influencers
"Vorwurf: Rassismus! – Wer bei roten Lippen gleich an Blackface denkt, schaut mit dem Blick des Klansmanns auf die Welt",Ärger,anger,Allegation: racism!- Anyone who thinks of Blackface at red lips looks into the world with the view of the Klansmann
